"subject","Aorder$","taskord$","Skew$","Trial","Size","Start","Running","Back1","Est","Rating"
103,"LS","ER","P",9,100,2,73.3333333333333,40,100,7
103,"LS","ER","P",10,40,2,70,100,43,3
103,"LS","ER","P",11,20,2,65.4545454545455,40,23,1
103,"LS","ER","P",12,20,1,61.6666666666667,20,18,1
103,"LS","ER","P",13,40,1,60,20,31,3
103,"LS","ER","P",14,120,1,64.2857142857143,40,99,8
103,"LS","ER","P",15,20,1,61.3333333333333,120,24,2
103,"LS","ER","P",16,40,1,60,20,41,3
103,"LS","ER","P",17,60,1,60,40,55,4
103,"LS","ER","P",18,60,1,60,60,59,4
103,"LS","ER","P",19,80,1,61.0526315789474,60,72,6
103,"LS","ER","P",20,140,1,65,80,115,8
103,"LS","ER","P",21,100,1,66.6666666666667,140,96,7
103,"LS","ER","P",22,40,1,65.4545454545455,100,48,3
103,"LS","ER","P",23,100,2,66.9565217391304,40,118,7
103,"LS","ER","P",24,60,2,66.6666666666667,100,87,5
103,"LS","ER","P",25,40,2,65.6,60,63,3
103,"LS","ER","P",26,80,2,66.1538461538462,40,79,6
103,"LS","ER","P",27,40,2,65.1851851851852,80,43,4
103,"LS","ER","P",28,20,2,63.5714285714286,40,22,1
103,"LS","ER","P",29,40,2,62.7586206896552,20,41,3
103,"LS","ER","P",30,60,2,62.6666666666667,40,66,4
103,"LS","ER","P",31,20,2,62,60,20,2
103,"LS","ER","P",32,140,2,64.5161290322581,20,134,9
103,"LS","ER","P",33,120,2,65.4545454545455,140,132,8
103,"LS","ER","P",34,80,1,65.8823529411765,120,92,7
103,"LS","ER","P",35,60,1,65.7142857142857,80,10,5
103,"LS","ER","P",36,20,1,64.4444444444444,60,23,1
103,"LS","ER","P",37,40,1,63.7837837837838,20,34,3
103,"LS","ER","P",38,40,1,63.1578947368421,40,45,4
103,"LS","ER","P",39,20,1,62.0512820512821,40,18,2
103,"LS","ER","P",40,100,1,63,20,81,7
103,"LS","ER","P",41,40,1,62.4390243902439,100,46,3
103,"LS","ER","P",42,60,1,62.3809523809524,40,57,4
103,"LS","ER","P",43,120,1,63.7209302325581,60,82,8
103,"LS","ER","P",44,140,1,65.4545454545455,120,135,9
103,"LS","ER","P",45,40,2,64.8888888888889,140,47,3
103,"LS","ER","P",46,40,2,64.3478260869565,40,38,3
103,"LS","ER","P",47,20,2,63.4042553191489,40,20,1
103,"LS","ER","P",48,100,2,64.1666666666667,20,107,7
103,"LS","ER","P",49,60,2,64.0816326530612,100,76,5
103,"LS","ER","P",50,120,2,65.2,60,117,8
103,"LS","ER","P",51,60,2,65.0980392156863,120,71,4
103,"LS","ER","P",52,80,2,65.3846153846154,60,93,6
103,"LS","ER","P",53,20,2,64.5283018867924,80,23,2
103,"LS","ER","P",54,140,2,65.9259259259259,20,138,9
103,"LS","ER","P",55,40,2,65.4545454545455,140,42,3
103,"LS","ER","P",56,40,1,65,40,42,3
103,"LS","ER","P",57,140,1,66.3157894736842,40,140,9
103,"LS","ER","P",58,100,1,66.8965517241379,140,94,7
103,"LS","ER","P",59,60,1,66.7796610169491,100,62,4
103,"LS","ER","P",60,40,1,66.3333333333333,60,48,3
103,"LS","ER","P",61,20,1,65.5737704918033,40,22,1
103,"LS","ER","P",62,20,1,64.8387096774194,20,18,1
103,"LS","ER","P",63,80,1,65.0793650793651,20,72,7
103,"LS","ER","P",64,60,1,65,80,60,5
103,"LS","ER","P",65,40,1,64.6153846153846,60,44,3
103,"LS","ER","P",66,120,1,65.4545454545455,40,134,8
301,"LS","ER","P",1,40,2,40,40,69,3
301,"LS","ER","P",2,60,2,50,40,63,4
301,"LS","ER","P",3,20,2,40,60,23,1
301,"LS","ER","P",4,120,2,60,20,127,8
301,"LS","ER","P",5,100,2,68,120,102,6
301,"LS","ER","P",6,40,2,63.3333333333333,100,45,2
301,"LS","ER","P",7,140,2,74.2857142857143,40,136,9
301,"LS","ER","P",8,20,2,67.5,140,29,1
301,"LS","ER","P",9,80,2,68.8888888888889,20,70,4
301,"LS","ER","P",10,60,2,68,80,62,3
301,"LS","ER","P",11,40,2,65.4545454545455,60,43,2
301,"LS","ER","P",12,20,1,61.6666666666667,40,19,1
301,"LS","ER","P",13,60,1,61.5384615384615,20,49,4
301,"LS","ER","P",14,40,1,60,60,35,2
301,"LS","ER","P",15,40,1,58.6666666666667,40,43,2
301,"LS","ER","P",16,80,1,60,40,87,5
301,"LS","ER","P",17,40,1,58.8235294117647,80,41,2
301,"LS","ER","P",18,140,1,63.3333333333333,40,146,9
301,"LS","ER","P",19,100,1,65.2631578947368,140,111,7
301,"LS","ER","P",20,60,1,65,100,55,3
301,"LS","ER","P",21,120,1,67.6190476190476,60,117,8
301,"LS","ER","P",22,20,1,65.4545454545455,120,21,1
301,"LS","ER","P",23,60,2,65.2173913043478,20,68,3
301,"LS","ER","P",24,40,2,64.1666666666667,60,45,2
301,"LS","ER","P",25,40,2,63.2,40,41,2
301,"LS","ER","P",26,140,2,66.1538461538462,40,141,9
301,"LS","ER","P",27,80,2,66.6666666666667,140,96,5
301,"LS","ER","P",28,40,2,65.7142857142857,80,49,2
301,"LS","ER","P",29,100,2,66.8965517241379,40,101,6
301,"LS","ER","P",30,120,2,68.6666666666667,100,130,7
301,"LS","ER","P",31,20,2,68,120,24,1
301,"LS","ER","P",32,20,2,66.4516129032258,20,25,1
301,"LS","ER","P",33,60,2,65.4545454545455,20,69,3
301,"LS","ER","P",34,60,1,65.2941176470588,60,59,3
301,"LS","ER","P",35,20,1,64,60,24,1
301,"LS","ER","P",36,100,1,65,20,93,6
301,"LS","ER","P",37,20,1,63.7837837837838,100,24,1
301,"LS","ER","P",38,40,1,63.1578947368421,20,39,2
301,"LS","ER","P",39,40,1,62.5641025641026,40,45,2
301,"LS","ER","P",40,80,1,63,40,79,4
301,"LS","ER","P",41,40,1,62.4390243902439,80,42,2
301,"LS","ER","P",42,140,1,64.2857142857143,40,137,8
301,"LS","ER","P",43,60,1,64.1860465116279,140,68,3
301,"LS","ER","P",44,120,1,65.4545454545455,60,82,7
301,"LS","ER","P",45,40,2,64.8888888888889,120,49,2
301,"LS","ER","P",46,140,2,66.5217391304348,40,150,8
301,"LS","ER","P",47,100,2,67.2340425531915,140,120,4
301,"LS","ER","P",48,80,2,67.5,100,86,3
301,"LS","ER","P",49,60,2,67.3469387755102,80,69,2
301,"LS","ER","P",50,40,2,66.8,60,53,2
301,"LS","ER","P",51,40,2,66.2745098039216,40,45,2
301,"LS","ER","P",52,60,2,66.1538461538462,40,72,3
301,"LS","ER","P",53,120,2,67.1698113207547,60,109,6
301,"LS","ER","P",54,20,2,66.2962962962963,120,24,1
301,"LS","ER","P",55,20,2,65.4545454545455,20,22,1
301,"LS","ER","P",56,60,1,65.3571428571429,20,61,3
301,"LS","ER","P",57,20,1,64.5614035087719,60,26,1
301,"LS","ER","P",58,20,1,63.7931034482759,20,23,1
301,"LS","ER","P",59,40,1,63.3898305084746,20,46,2
301,"LS","ER","P",60,100,1,64,40,65,5
301,"LS","ER","P",61,60,1,63.9344262295082,100,52,3
301,"LS","ER","P",62,80,1,64.1935483870968,60,72,4
301,"LS","ER","P",63,140,1,65.3968253968254,80,145,8
301,"LS","ER","P",64,120,1,66.25,140,109,7
301,"LS","ER","P",65,40,1,65.8461538461538,120,44,2
301,"LS","ER","P",66,40,1,65.4545454545455,40,47,2
309,"LS","ER","P",1,40,2,40,40,90,4
309,"LS","ER","P",2,80,2,60,40,91,5
309,"LS","ER","P",3,40,2,53.3333333333333,80,51,4
309,"LS","ER","P",4,60,2,55,40,70,4
309,"LS","ER","P",5,40,2,52,60,42,3
309,"LS","ER","P",6,20,2,46.6666666666667,40,26,1
309,"LS","ER","P",7,60,2,48.5714285714286,20,57,4
309,"LS","ER","P",8,20,2,45,60,20,1
309,"LS","ER","P",9,120,2,53.3333333333333,20,111,8
309,"LS","ER","P",10,140,2,62,120,136,8
309,"LS","ER","P",11,100,2,65.4545454545455,140,106,7
309,"LS","ER","P",12,60,1,65,100,55,4
309,"LS","ER","P",13,40,1,63.0769230769231,60,56,3
309,"LS","ER","P",14,80,1,64.2857142857143,40,10,4
309,"LS","ER","P",15,100,1,66.6666666666667,80,70,5
309,"LS","ER","P",16,20,1,63.75,100,26,1
309,"LS","ER","P",17,60,1,63.5294117647059,20,53,4
309,"LS","ER","P",18,120,1,66.6666666666667,60,112,7
309,"LS","ER","P",19,140,1,70.5263157894737,120,139,9
309,"LS","ER","P",20,40,1,69,140,61,3
309,"LS","ER","P",21,40,1,67.6190476190476,40,53,2
309,"LS","ER","P",22,20,1,65.4545454545455,40,35,1
309,"LS","ER","P",23,20,2,63.4782608695652,20,33,1
309,"LS","ER","P",24,20,2,61.6666666666667,20,23,1
309,"LS","ER","P",25,100,2,63.2,20,105,5
309,"LS","ER","P",26,40,2,62.3076923076923,100,46,3
309,"LS","ER","P",27,60,2,62.2222222222222,40,69,3
309,"LS","ER","P",28,40,2,61.4285714285714,60,53,3
309,"LS","ER","P",29,120,2,63.448275862069,40,123,8
309,"LS","ER","P",30,80,2,64,120,94,7
309,"LS","ER","P",31,60,2,64.6666666666667,80,85,7
309,"LS","ER","P",32,40,2,63.8709677419355,60,64,3
309,"LS","ER","P",33,140,2,65.4545454545455,40,141,9
309,"LS","ER","P",34,40,1,64.7058823529412,140,43,3
309,"LS","ER","P",35,20,1,63.4285714285714,40,24,1
309,"LS","ER","P",36,140,1,65.5555555555556,20,149,9
309,"LS","ER","P",37,40,1,64.8648648648649,140,52,3
309,"LS","ER","P",38,60,1,64.7368421052632,40,66,3
309,"LS","ER","P",39,20,1,63.5897435897436,60,24,1
309,"LS","ER","P",40,60,1,63.5,20,56,4
309,"LS","ER","P",41,40,1,62.9268292682927,60,42,3
309,"LS","ER","P",42,80,1,63.3333333333333,40,67,5
309,"LS","ER","P",43,120,1,64.6511627906977,80,129,7
309,"LS","ER","P",44,100,1,65.4545454545455,120,121,7
309,"LS","ER","P",45,140,2,67.1111111111111,100,136,9
309,"LS","ER","P",46,40,2,66.5217391304348,140,97,3
309,"LS","ER","P",47,100,2,67.2340425531915,40,106,5
309,"LS","ER","P",48,20,2,66.25,100,20,1
309,"LS","ER","P",49,40,2,65.7142857142857,20,40,3
309,"LS","ER","P",50,60,2,65.6,40,46,3
309,"LS","ER","P",51,20,2,64.7058823529412,60,23,1
309,"LS","ER","P",52,120,2,65.7692307692308,20,112,5
309,"LS","ER","P",53,80,2,66.0377358490566,120,78,4
309,"LS","ER","P",54,60,2,65.9259259259259,80,64,3
309,"LS","ER","P",55,40,2,65.4545454545455,60,47,2
309,"LS","ER","P",56,80,1,65.7142857142857,40,77,5
309,"LS","ER","P",57,60,1,65.6140350877193,80,67,3
309,"LS","ER","P",58,40,1,65.1724137931034,60,53,2
309,"LS","ER","P",59,40,1,64.7457627118644,40,47,2
309,"LS","ER","P",60,20,1,64,40,25,1
309,"LS","ER","P",61,140,1,65.2459016393443,20,142,9
309,"LS","ER","P",62,100,1,65.8064516129032,140,80,7
309,"LS","ER","P",63,60,1,65.7142857142857,100,70,4
309,"LS","ER","P",64,20,1,65,60,24,1
309,"LS","ER","P",65,40,1,64.6153846153846,20,47,3
309,"LS","ER","P",66,120,1,65.4545454545455,40,142,7
407,"LS","ER","P",1,140,2,140,140,148,8
407,"LS","ER","P",2,120,2,130,140,114,8
407,"LS","ER","P",3,20,2,93.3333333333333,120,24,2
407,"LS","ER","P",4,40,2,80,20,45,3
407,"LS","ER","P",5,80,2,80,40,88,5
407,"LS","ER","P",6,40,2,73.3333333333333,80,57,4
407,"LS","ER","P",7,60,2,71.4285714285714,40,74,6
407,"LS","ER","P",8,60,2,70,60,64,6
407,"LS","ER","P",9,20,2,64.4444444444444,60,23,1
407,"LS","ER","P",10,100,2,68,20,92,8
407,"LS","ER","P",11,40,2,65.4545454545455,100,54,3
407,"LS","ER","P",12,40,1,63.3333333333333,40,48,3
407,"LS","ER","P",13,40,1,61.5384615384615,40,41,4
407,"LS","ER","P",14,80,1,62.8571428571429,40,74,7
407,"LS","ER","P",15,100,1,65.3333333333333,80,83,8
407,"LS","ER","P",16,120,1,68.75,100,114,9
407,"LS","ER","P",17,60,1,68.2352941176471,120,49,5
407,"LS","ER","P",18,20,1,65.5555555555556,60,24,1
407,"LS","ER","P",19,20,1,63.1578947368421,20,22,1
407,"LS","ER","P",20,140,1,67,20,141,9
407,"LS","ER","P",21,40,1,65.7142857142857,140,46,4
407,"LS","ER","P",22,60,1,65.4545454545455,40,54,5
407,"LS","ER","P",23,100,2,66.9565217391304,60,115,7
407,"LS","ER","P",24,20,2,65,100,38,1
407,"LS","ER","P",25,40,2,64,20,58,4
407,"LS","ER","P",26,40,2,63.0769230769231,40,54,4
407,"LS","ER","P",27,80,2,63.7037037037037,40,72,7
407,"LS","ER","P",28,60,2,63.5714285714286,80,56,6
407,"LS","ER","P",29,120,2,65.5172413793103,60,130,9
407,"LS","ER","P",30,20,2,64,120,19,1
407,"LS","ER","P",31,40,2,60.6666666666667,20,50,3
407,"LS","ER","P",32,140,2,63.2258064516129,40,146,9
407,"LS","ER","P",33,60,2,65.4545454545455,140,64,6
407,"LS","ER","P",34,60,1,65.2941176470588,60,57,6
407,"LS","ER","P",35,80,1,65.7142857142857,60,68,7
407,"LS","ER","P",36,20,1,64.4444444444444,80,24,1
407,"LS","ER","P",37,100,1,65.4054054054054,20,83,7
407,"LS","ER","P",38,60,1,65.2631578947368,100,68,6
407,"LS","ER","P",39,40,1,64.6153846153846,60,43,3
407,"LS","ER","P",40,140,1,66.5,40,155,9
407,"LS","ER","P",41,20,1,65.3658536585366,140,21,1
407,"LS","ER","P",42,40,1,64.7619047619048,20,35,4
407,"LS","ER","P",43,40,1,64.1860465116279,40,43,4
407,"LS","ER","P",44,120,1,65.4545454545455,40,133,8
407,"LS","ER","P",45,20,2,64.4444444444444,120,47,1
407,"LS","ER","P",46,40,2,63.9130434782609,20,46,3
407,"LS","ER","P",47,80,2,64.2553191489362,40,70,5
407,"LS","ER","P",48,60,2,64.1666666666667,80,73,5
407,"LS","ER","P",49,40,2,63.6734693877551,60,49,3
407,"LS","ER","P",50,140,2,65.2,40,150,9
407,"LS","ER","P",51,20,2,64.3137254901961,140,22,1
407,"LS","ER","P",52,100,2,65,20,115,6
407,"LS","ER","P",53,120,2,66.0377358490566,100,141,8
407,"LS","ER","P",54,40,2,65.5555555555556,120,46,3
407,"LS","ER","P",55,60,2,65.4545454545455,40,61,5
407,"LS","ER","P",56,20,1,64.6428571428571,60,22,1
407,"LS","ER","P",57,60,1,64.5614035087719,20,55,5
407,"LS","ER","P",58,40,1,64.1379310344828,60,40,4
407,"LS","ER","P",59,100,1,64.7457627118644,40,87,8
407,"LS","ER","P",60,40,1,64.3333333333333,100,41,4
407,"LS","ER","P",61,60,1,64.2622950819672,40,62,4
407,"LS","ER","P",62,20,1,63.5483870967742,60,30,1
407,"LS","ER","P",63,120,1,64.4444444444444,20,137,9
407,"LS","ER","P",64,140,1,65.625,120,154,9
407,"LS","ER","P",65,80,1,65.8461538461538,140,77,7
407,"LS","ER","P",66,40,1,65.4545454545455,80,45,3
504,"LS","ER","P",1,80,2,80,80,105,5
504,"LS","ER","P",2,40,2,60,80,49,3
504,"LS","ER","P",3,60,2,60,40,64,4
504,"LS","ER","P",4,40,2,55,60,55,3
504,"LS","ER","P",5,40,2,52,40,51,3
504,"LS","ER","P",6,120,2,63.3333333333333,40,128,7
504,"LS","ER","P",7,100,2,68.5714285714286,120,122,7
504,"LS","ER","P",8,20,2,62.5,100,27,1
504,"LS","ER","P",9,140,2,71.1111111111111,20,148,8
504,"LS","ER","P",10,20,2,66,140,34,1
504,"LS","ER","P",11,60,2,65.4545454545455,20,75,5
504,"LS","ER","P",12,140,1,71.6666666666667,60,141,9
504,"LS","ER","P",13,80,1,72.3076923076923,140,81,5
504,"LS","ER","P",14,20,1,68.5714285714286,80,22,1
504,"LS","ER","P",15,40,1,66.6666666666667,20,42,3
504,"LS","ER","P",16,40,1,65,40,43,3
504,"LS","ER","P",17,60,1,64.7058823529412,40,64,5
504,"LS","ER","P",18,60,1,64.4444444444444,60,63,5
504,"LS","ER","P",19,20,1,62.1052631578947,60,21,1
504,"LS","ER","P",20,40,1,61,20,43,3
504,"LS","ER","P",21,120,1,63.8095238095238,40,130,7
504,"LS","ER","P",22,100,1,65.4545454545455,120,117,6
504,"LS","ER","P",23,40,2,64.3478260869565,100,63,3
504,"LS","ER","P",24,60,2,64.1666666666667,40,75,4
504,"LS","ER","P",25,140,2,67.2,60,150,9
504,"LS","ER","P",26,120,2,69.2307692307692,140,127,7
504,"LS","ER","P",27,40,2,68.1481481481482,120,61,3
504,"LS","ER","P",28,20,2,66.4285714285714,40,43,1
504,"LS","ER","P",29,80,2,66.8965517241379,20,81,5
504,"LS","ER","P",30,100,2,68,80,103,7
504,"LS","ER","P",31,40,2,66.6666666666667,100,66,3
504,"LS","ER","P",32,60,2,66.4516129032258,40,71,5
504,"LS","ER","P",33,20,2,65.4545454545455,60,35,1
504,"LS","ER","P",34,100,1,66.4705882352941,20,107,7
504,"LS","ER","P",35,40,1,65.7142857142857,100,39,3
504,"LS","ER","P",36,20,1,64.4444444444444,40,23,1
504,"LS","ER","P",37,140,1,66.4864864864865,20,154,9
504,"LS","ER","P",38,80,1,66.8421052631579,140,93,5
504,"LS","ER","P",39,120,1,68.2051282051282,80,116,7
504,"LS","ER","P",40,20,1,67,120,25,1
504,"LS","ER","P",41,60,1,66.8292682926829,20,52,5
504,"LS","ER","P",42,40,1,66.1904761904762,60,43,3
504,"LS","ER","P",43,60,1,66.046511627907,40,72,5
504,"LS","ER","P",44,40,1,65.4545454545455,60,48,3
504,"LS","ER","P",45,20,2,64.4444444444444,40,34,1
504,"LS","ER","P",46,40,2,63.9130434782609,20,44,3
504,"LS","ER","P",47,100,2,64.6808510638298,40,114,7
504,"LS","ER","P",48,80,2,65,100,92,5
504,"LS","ER","P",49,40,2,64.4897959183673,80,52,3
504,"LS","ER","P",50,40,2,64,40,48,3
504,"LS","ER","P",51,60,2,63.921568627451,40,69,5
504,"LS","ER","P",52,60,2,63.8461538461538,60,65,6
504,"LS","ER","P",53,140,2,65.2830188679245,60,150,9
504,"LS","ER","P",54,120,2,66.2962962962963,140,130,7
504,"LS","ER","P",55,20,2,65.4545454545455,120,33,1
504,"LS","ER","P",56,60,1,65.3571428571429,20,54,5
504,"LS","ER","P",57,100,1,65.9649122807018,60,82,7
504,"LS","ER","P",58,40,1,65.5172413793103,100,51,3
504,"LS","ER","P",59,80,1,65.7627118644068,40,79,5
504,"LS","ER","P",60,20,1,65,80,25,1
504,"LS","ER","P",61,20,1,64.2622950819672,20,22,1
504,"LS","ER","P",62,120,1,65.1612903225806,20,132,7
504,"LS","ER","P",63,60,1,65.0793650793651,120,88,5
504,"LS","ER","P",64,40,1,64.6875,60,50,4
504,"LS","ER","P",65,40,1,64.3076923076923,40,46,4
504,"LS","ER","P",66,140,1,65.4545454545455,40,153,7
104,"SL","ER","N",1,120,1,84.4444444444444,120,87,6
104,"SL","ER","N",2,120,1,74.2857142857143,100,124,6
104,"SL","ER","N",3,20,1,20,20,25,2
104,"SL","ER","N",4,120,1,80,120,108,6
104,"SL","ER","N",5,40,1,30,20,39,3
104,"SL","ER","N",6,100,1,60,80,94,5
104,"SL","ER","N",7,100,1,66.6666666666667,100,103,5
104,"SL","ER","N",8,140,1,94.5454545454545,140,153,7
104,"SL","ER","N",9,60,1,40,40,52,3
104,"SL","ER","N",10,80,1,50,60,72,4
104,"SL","ER","N",11,140,1,90,120,117,8
104,"SL","ER","N",12,100,2,83.75,80,130,6
104,"SL","ER","N",13,80,2,82.6666666666667,60,87,4
104,"SL","ER","N",14,60,2,82.8571428571429,40,68,4
104,"SL","ER","N",15,100,2,84.7058823529412,100,101,6
104,"SL","ER","N",16,120,2,88.4210526315789,120,125,7
104,"SL","ER","N",17,140,2,94.5454545454545,140,142,7
104,"SL","ER","N",18,120,2,90,120,133,6
104,"SL","ER","N",19,140,2,92.3809523809524,120,143,7
104,"SL","ER","N",20,40,2,84.6153846153846,20,57,3
104,"SL","ER","N",21,120,2,86.6666666666667,100,133,6
104,"SL","ER","N",22,20,2,88.3333333333333,140,23,2
104,"SL","ER","N",23,60,1,88,40,46,4
104,"SL","ER","N",24,120,1,94,120,113,7
104,"SL","ER","N",25,100,1,88.1481481481482,80,108,6
104,"SL","ER","N",26,140,1,95.4838709677419,120,129,7
104,"SL","ER","N",27,120,1,89.6551724137931,100,121,6
104,"SL","ER","N",28,140,1,94.5454545454545,140,170,7
104,"SL","ER","N",29,20,1,91.304347826087,140,21,2
104,"SL","ER","N",30,80,1,87.6923076923077,60,65,4
104,"SL","ER","N",31,100,1,88.5714285714286,100,80,5
104,"SL","ER","N",32,40,1,89.1666666666667,20,36,4
104,"SL","ER","N",33,120,1,90.6666666666667,120,127,6
104,"SL","ER","N",34,80,2,89.7297297297297,60,94,5
104,"SL","ER","N",35,120,2,92.3809523809524,120,142,6
104,"SL","ER","N",36,100,2,90.2564102564103,100,119,5
104,"SL","ER","N",37,140,2,93.4883720930233,120,150,8
104,"SL","ER","N",38,20,2,92.3529411764706,140,21,2
104,"SL","ER","N",39,40,2,90.8571428571429,20,49,3
104,"SL","ER","N",40,140,2,94.5454545454545,140,150,8
104,"SL","ER","N",41,60,2,90,40,71,4
104,"SL","ER","N",42,100,2,90,80,80,5
104,"SL","ER","N",43,120,2,91,100,118,6
104,"SL","ER","N",44,120,2,91.7073170731707,120,116,6
104,"SL","ER","N",45,60,1,91.063829787234,40,58,4
104,"SL","ER","N",46,140,1,94.5454545454545,140,154,8
104,"SL","ER","N",47,100,1,91.2,100,106,6
104,"SL","ER","N",48,120,1,92.3076923076923,120,122,6
104,"SL","ER","N",49,120,1,92.8301886792453,120,133,6
104,"SL","ER","N",50,40,1,91.7391304347826,20,37,3
104,"SL","ER","N",51,80,1,90.8333333333333,60,65,5
104,"SL","ER","N",52,100,1,91.0204081632653,80,86,5
104,"SL","ER","N",53,140,1,93.7037037037037,120,167,8
104,"SL","ER","N",54,20,1,92.8888888888889,140,19,2
104,"SL","ER","N",55,120,1,91.7647058823529,100,123,7
104,"SL","ER","N",56,40,2,92.280701754386,20,53,3
104,"SL","ER","N",57,120,2,93.125,120,134,7
104,"SL","ER","N",58,60,2,91.7241379310345,40,70,4
104,"SL","ER","N",59,100,2,91.8032786885246,100,99,5
104,"SL","ER","N",60,120,2,92.6984126984127,120,103,6
104,"SL","ER","N",61,20,2,93.2142857142857,140,25,2
104,"SL","ER","N",62,140,2,93.8461538461538,120,150,8
104,"SL","ER","N",63,120,2,92.258064516129,100,112,7
104,"SL","ER","N",64,80,2,91.5254237288136,60,150,5
104,"SL","ER","N",65,100,2,91.6666666666667,80,117,5
104,"SL","ER","N",66,140,2,94.5454545454545,140,150,7
206,"SL","ER","N",1,20,1,20,20,14,1
206,"SL","ER","N",2,60,1,40,20,51,5
206,"SL","ER","N",3,120,1,66.6666666666667,60,110,7
206,"SL","ER","N",4,120,1,80,120,122,7
206,"SL","ER","N",5,40,1,72,120,38,2
206,"SL","ER","N",6,140,1,83.3333333333333,40,148,9
206,"SL","ER","N",7,100,1,85.7142857142857,140,107,6
206,"SL","ER","N",8,80,1,85,100,77,5
206,"SL","ER","N",9,140,1,91.1111111111111,80,138,9
206,"SL","ER","N",10,120,1,94,140,118,7
206,"SL","ER","N",11,100,1,94.5454545454545,120,88,6
206,"SL","ER","N",12,80,2,93.3333333333333,100,77,4
206,"SL","ER","N",13,140,2,96.9230769230769,80,143,8
206,"SL","ER","N",14,100,2,97.1428571428571,140,102,6
206,"SL","ER","N",15,100,2,97.3333333333333,100,100,6
206,"SL","ER","N",16,140,2,100,100,139,9
206,"SL","ER","N",17,60,2,97.6470588235294,140,66,4
206,"SL","ER","N",18,120,2,98.8888888888889,60,123,6
206,"SL","ER","N",19,40,2,95.7894736842105,120,40,3
206,"SL","ER","N",20,20,2,92,40,21,1
206,"SL","ER","N",21,120,2,93.3333333333333,20,113,7
206,"SL","ER","N",22,120,2,94.5454545454545,120,119,6
206,"SL","ER","N",23,100,1,94.7826086956522,120,86,5
206,"SL","ER","N",24,40,1,92.5,100,38,3
206,"SL","ER","N",25,20,1,89.6,40,20,1
206,"SL","ER","N",26,100,1,90,20,107,5
206,"SL","ER","N",27,120,1,91.1111111111111,100,115,7
206,"SL","ER","N",28,120,1,92.1428571428571,120,125,7
206,"SL","ER","N",29,140,1,93.7931034482759,120,142,9
206,"SL","ER","N",30,80,1,93.3333333333333,140,76,5
206,"SL","ER","N",31,60,1,94.6666666666667,80,59,4
206,"SL","ER","N",32,140,1,96.1290322580645,60,143,8
206,"SL","ER","N",33,120,1,94.5454545454545,140,119,7
206,"SL","ER","N",34,120,2,95.2941176470588,120,129,7
206,"SL","ER","N",35,100,2,95.4285714285714,120,88,6
206,"SL","ER","N",36,20,2,93.3333333333333,100,21,1
206,"SL","ER","N",37,60,2,92.4324324324324,20,64,4
206,"SL","ER","N",38,80,2,92.1052631578947,60,79,5
206,"SL","ER","N",39,140,2,93.3333333333333,80,128,8
206,"SL","ER","N",40,120,2,94,140,132,7
206,"SL","ER","N",41,140,2,95.1219512195122,120,138,8
206,"SL","ER","N",42,40,2,93.8095238095238,140,41,3
206,"SL","ER","N",43,100,2,93.953488372093,40,89,6
206,"SL","ER","N",44,120,2,94.5454545454545,100,123,7
206,"SL","ER","N",45,100,1,94.6666666666667,120,115,6
206,"SL","ER","N",46,100,1,94.7826086956522,100,99,6
206,"SL","ER","N",47,120,1,95.3191489361702,100,114,7
206,"SL","ER","N",48,40,1,94.1666666666667,120,38,3
206,"SL","ER","N",49,140,1,95.1020408163265,40,141,8
206,"SL","ER","N",50,80,1,94.8,140,78,5
206,"SL","ER","N",51,120,1,95.2941176470588,80,121,7
206,"SL","ER","N",52,120,1,95.7692307692308,120,135,7
206,"SL","ER","N",53,140,1,96.6037735849057,120,145,8
206,"SL","ER","N",54,20,1,95.1851851851852,140,21,1
206,"SL","ER","N",55,60,1,94.5454545454545,20,57,4
206,"SL","ER","N",56,140,2,95.3571428571429,60,146,8
206,"SL","ER","N",57,100,2,95.4385964912281,140,101,6
206,"SL","ER","N",58,140,2,96.2068965517241,100,131,8
206,"SL","ER","N",59,40,2,95.2542372881356,140,44,3
206,"SL","ER","N",60,20,2,94,40,23,1
206,"SL","ER","N",61,60,2,93.4426229508197,20,64,4
206,"SL","ER","N",62,120,2,93.8709677419355,60,135,7
206,"SL","ER","N",63,100,2,93.968253968254,120,107,6
206,"SL","ER","N",64,80,2,93.75,100,85,5
206,"SL","ER","N",65,120,2,94.1538461538462,80,121,7
206,"SL","ER","N",66,120,2,94.5454545454545,120,107,7
302,"SL","ER","N",1,120,1,120,120,103,5
302,"SL","ER","N",2,140,1,130,120,146,6
302,"SL","ER","N",3,120,1,126.666666666667,140,129,5
302,"SL","ER","N",4,80,1,115,120,65,3
302,"SL","ER","N",5,140,1,120,80,146,6
302,"SL","ER","N",6,20,1,103.333333333333,140,22,2
302,"SL","ER","N",7,120,1,105.714285714286,20,106,5
302,"SL","ER","N",8,60,1,100,120,42,3
302,"SL","ER","N",9,40,1,93.3333333333333,60,33,3
302,"SL","ER","N",10,100,1,94,40,84,5
302,"SL","ER","N",11,100,1,94.5454545454545,100,88,4
302,"SL","ER","N",12,40,2,90,100,58,3
302,"SL","ER","N",13,100,2,90.7692307692308,40,103,5
302,"SL","ER","N",14,120,2,92.8571428571429,100,141,7
302,"SL","ER","N",15,140,2,96,120,150,8
302,"SL","ER","N",16,20,2,91.25,140,19,1
302,"SL","ER","N",17,100,2,91.7647058823529,20,118,4
